x,y,height,momentum_x,bathymetry
0.5,0.5,21.95708,224.5164,0
1.5,0.5,21.95642,224.5194,0
2.5,0.5,21.95053,224.5456,0
3.5,0.5,21.94478,224.5711,0
4.5,0.5,21.93924,224.5956,0
5.5,0.5,21.93394,224.6191,0
6.5,0.5,21.92892,224.6413,0
7.5,0.5,21.92421,224.6621,0
8.5,0.5,21.91984,224.6814,0
9.5,0.5,21.91583,224.6991,0
10.5,0.5,21.9122,224.7151,0
11.5,0.5,21.90893,224.7295,0
12.5,0.5,21.90603,224.7422,0
13.5,0.5,21.90349,224.7534,0
14.5,0.5,21.90129,224.7631,0
15.5,0.5,21.8994,224.7714,0
16.5,0.5,21.89781,224.7784,0
17.5,0.5,21.89648,224.7842,0
18.5,0.5,21.89538,224.789,0
19.5,0.5,21.89449,224.7929,0
20.5,0.5,21.89378,224.7961,0
21.5,0.5,21.89322,224.7985,0
22.5,0.5,21.89279,224.8004,0
23.5,0.5,21.89246,224.8019,0
24.5,0.5,21.89221,224.803,0
25.5,0.5,21.89203,224.8038,0
26.5,0.5,21.8919,224.8043,0
27.5,0.5,21.89181,224.8047,0
28.5,0.5,21.89175,224.805,0
29.5,0.5,21.89172,224.8051,0
30.5,0.5,21.8917,224.8052,0
31.5,0.5,21.89169,224.8053,0
32.5,0.5,21.89169,224.8053,0
33.5,0.5,21.89168,224.8053,0
34.5,0.5,21.89168,224.8053,0
35.5,0.5,21.89168,224.8053,0
36.5,0.5,21.89167,224.8053,0
37.5,0.5,21.89166,224.8054,0
38.5,0.5,21.89166,224.8054,0
39.5,0.5,21.89165,224.8054,0
40.5,0.5,21.89165,224.8055,0
41.5,0.5,21.89164,224.8055,0
42.5,0.5,21.89164,224.8055,0
43.5,0.5,21.89163,224.8055,0
44.5,0.5,21.89163,224.8056,0
45.5,0.5,21.89162,224.8056,0
46.5,0.5,21.89161,224.8056,0
47.5,0.5,21.89161,224.8057,0
48.5,0.5,21.89161,224.8057,0
49.5,0.5,21.8916,224.8057,0
50.5,0.5,21.8916,224.8057,0
51.5,0.5,21.89159,224.8058,0
52.5,0.5,21.89158,224.8058,0
53.5,0.5,21.89158,224.8058,0
54.5,0.5,21.89157,224.8058,0
55.5,0.5,21.89157,224.8058,0
56.5,0.5,21.89157,224.8059,0
57.5,0.5,21.89156,224.8059,0
58.5,0.5,21.89156,224.8059,0
59.5,0.5,21.89155,224.806,0
60.5,0.5,21.89155,224.806,0
61.5,0.5,21.89155,224.806,0
62.5,0.5,21.89154,224.806,0
63.5,0.5,21.89154,224.806,0
64.5,0.5,21.89153,224.8061,0
65.5,0.5,21.89153,224.8061,0
66.5,0.5,21.89152,224.8061,0
67.5,0.5,21.89152,224.8061,0
68.5,0.5,21.89151,224.8062,0
69.5,0.5,21.89151,224.8062,0
70.5,0.5,21.8915,224.8062,0
71.5,0.5,21.8915,224.8062,0
72.5,0.5,21.89149,224.8062,0
73.5,0.5,21.89149,224.8063,0
74.5,0.5,21.89148,224.8063,0
75.5,0.5,21.89148,224.8063,0
76.5,0.5,21.89147,224.8063,0
77.5,0.5,21.89147,224.8064,0
78.5,0.5,21.89147,224.8064,0
79.5,0.5,21.89146,224.8064,0
80.5,0.5,21.89146,224.8064,0
81.5,0.5,21.89145,224.8065,0
82.5,0.5,21.89145,224.8065,0
83.5,0.5,21.89145,224.8065,0
84.5,0.5,21.89144,224.8065,0
85.5,0.5,21.89144,224.8065,0
86.5,0.5,21.89143,224.8065,0
87.5,0.5,21.89143,224.8066,0
88.5,0.5,21.89142,224.8066,0
89.5,0.5,21.89142,224.8066,0
90.5,0.5,21.89142,224.8066,0
91.5,0.5,21.89141,224.8067,0
92.5,0.5,21.89141,224.8067,0
93.5,0.5,21.89141,224.8067,0
94.5,0.5,21.89141,224.8067,0
95.5,0.5,21.89141,224.8067,0
96.5,0.5,21.8914,224.8067,0
97.5,0.5,21.8914,224.8067,0
98.5,0.5,21.8914,224.8067,0
99.5,0.5,21.8914,224.8068,0
